state,year,atr,atr_top5,atr_top1,atr_top5nw,atr_top1nw,rs,beta
AR,2005,5.011651750475829,6.514915149837738,6.69449440134847,6.435024649177213,6.570416786452442,0.7412236495353497,5.672216012194299
AR,2006,5.02540312624276,6.5179750630774045,6.695678704182792,6.439385261414932,6.57259868244899,0.7370369580603775,5.655580538030139
AR,2007,5.028067775314241,6.519379772768055,6.696180258724234,6.441529102875059,6.573677425920195,0.7394622868215572,5.7103337525729785
AR,2008,5.06034622985832,6.527780776381808,6.699488949258598,6.451485389066835,6.578493140057131,0.7320387758427804,5.709772667866579
AR,2009,5.023039951455393,6.517759843946924,6.6954678640167895,6.440260533733101,6.573268996005728,0.7385492102161773,5.702675195981881
AR,2010,5.044768470501071,6.523300963150429,6.697660225268987,6.446751949012921,6.5763514407334736,0.7336451031414004,5.702850755961945
AR,2011,5.07206695966648,6.532097152199642,6.701836431468397,6.457255809114973,6.581721817501363,0.7298806867007568,5.718307865499051
AR,2012,5.076197394461351,6.5327487883903075,6.702056798423398,6.458356489563397,6.58230266782226,0.7276914641769161,5.720697214316521
AR,2013,5.085926370235929,6.534943792918132,6.702204280282154,6.460827879770765,6.583175334007157,0.7273344165274143,5.729794340248862
AR,2014,5.079698998369119,6.5176327289456815,6.667825560491161,6.439983826394667,6.535131470862205,0.7243734418213355,5.720278468779691
AR,2015,4.9967637309251405,6.4515957084659945,6.584108772877666,6.36517050549201,6.41740563623883,0.7300194012224481,5.675121888109333
AR,2016,4.775512010990095,6.3543419193867505,6.468634017925701,6.246320984409783,6.2878294753235195,0.7305560982063364,5.472870957728267
AR,2017,4.794385063007778,6.35965188831885,6.470458331338431,6.2522934740444205,6.290487388734361,0.7258568675711619,5.477417648713215
AR,2018,4.7988355982566535,6.355169166252411,6.468342239632945,6.249237628009219,6.288294920597087,0.7219483323547493,5.469170850138225
AR,2019,4.76636906296624,6.362549166995123,6.4710632812179005,6.254568477420669,6.29114376371826,0.7523146456300922,5.560368064051069
AR,2020,4.6500777173390215,6.125520060640787,6.205450964017359,6.023630485590464,6.037901699244346,0.7150359842318599,5.390406942765627
AR,2021,4.48330993699483,5.6248363854356525,5.606552382052702,5.538848187190395,5.474370412473756,0.6250412142826178,5.058188080057539
AZ,2004,3.0693032669847824,4.382094061519383,4.710366693365964,4.348852959848767,4.654346050106492,0.529172339902817,3.979234178903469
AZ,2005,3.0987545929539673,4.397452464018457,4.717582998903898,4.364041522184039,4.662726234115493,0.5243969219189348,3.9387428735543404
AZ,2006,2.9583720254034027,4.170101679199544,4.459563415783693,4.137783902645992,4.409693605767407,0.4931852101704215,3.7474182991453198
AZ,2007,2.822708976343932,3.9680001925977297,4.240757385450336,3.9378947164157814,4.1936280387038005,0.46619248604578,3.5649210512608116
AZ,2008,2.839607009855812,3.955220772208809,4.20941848133485,3.924348996411303,4.1653584730209845,0.45847853907240443,3.526035581304762
AZ,2009,2.8259800548327823,3.952472729144314,4.208549903400533,3.9211802914454337,4.1640183517126115,0.4632891669270611,3.548436903525803
AZ,2010,2.832325899979235,3.93129162576627,4.173483070817099,3.899701436419484,4.131367492759089,0.45547980806079913,3.5127337912518404
AZ,2011,2.8591499255066295,3.9427111333795866,4.178648085301365,3.9116363732632946,4.137585579339037,0.45066446842371155,3.48681200227227
AZ,2012,2.8702922983362074,3.9496753310066777,4.1819834493611525,3.918654696418062,4.141502278925838,0.4500324897842467,3.483235810990186
AZ,2013,2.9001783128567524,4.020309603299756,4.287456181457577,3.9928472045227914,4.242008645945339,0.45985651161563057,3.5187030957086614
AZ,2014,2.911396439688022,4.025811569174365,4.289975636375748,3.9985095576458405,4.245049545230211,0.458268143118723,3.5117112228378997
AZ,2015,2.901965319279483,4.020742133059248,4.287611850041439,3.9932650104731695,4.242199689392464,0.45881419544929747,3.5096427138788906
AZ,2016,2.912397549957504,4.025165011844494,4.289605826295554,3.997877701495735,4.244646495681523,0.45693104986146427,3.5002908659988172
AZ,2017,2.9180496408104797,4.02748123671012,4.290729252830662,4.000232274913117,4.245974265741033,0.45497105012684,3.481135542674522
AZ,2018,2.933583544235505,4.065824338203982,4.346292249866082,4.039925083625437,4.2988698354517725,0.4594467167022387,3.4876143195709277
AZ,2019,2.6664211847596166,3.973232817177258,4.287916148329553,3.9381269947689153,4.230279248716154,0.519497783765277,3.6340151252058757
AZ,2020,2.659432827808551,3.9679213128565562,4.285288804904507,3.9327363398779407,4.227306385279902,0.5186105877648006,3.622661639419533
AZ,2021,2.693421246680921,3.9821484773562474,4.29141845580912,3.9475125411968652,4.235082612746348,0.5128203645313967,3.5985079326703344
CA,2004,4.929045735374157,8.309438918970018,8.922749678852233,8.189841230624173,8.798349941185831,1.3007535155420413,6.899235841211367
CA,2005,5.001371605446541,8.475061668170198,9.23872359978643,8.371780313295748,9.166613482650533,1.3259452753121126,7.003107589574101
CA,2006,4.963431626721418,8.463100166479952,9.242587470342578,8.360319185832102,9.167365878077188,1.3268825866782796,6.974963992881912
CA,2007,4.957401671300798,8.464210183830655,9.249544732936807,8.361762704208873,9.173472167383675,1.3275983035696326,6.971602963207247
CA,2008,4.92991729325108,8.458189256523475,9.256642726197748,8.355799042976807,9.177959789680658,1.3286565789569438,6.951627912946823
CA,2009,5.306048332054767,8.73863752358448,9.508534807644828,8.630076251570081,9.43560738436678,1.3395702973173051,7.2631011867898625
CA,2010,5.326617010059083,8.748920405297493,9.516491401548237,8.641221844487648,9.444124491121624,1.3395266635350955,7.279052709675126
CA,2011,4.995661410376321,8.493215143412254,9.281674966526113,8.394003892972826,9.205690444250807,1.3306519377002335,7.0079172067957565
CA,2012,5.297488180288069,9.353701381740432,10.913763946087283,9.326839592323411,10.850944825031595,1.4677155182006518,7.503989862636204
CA,2013,5.2878419062601765,9.348129826538772,10.912325413304881,9.320165949439021,10.848689649228898,1.4672177040781942,7.496656231908219
CA,2014,5.272899483072223,9.341141447559206,10.90970033345647,9.313042792979443,10.846046608355064,1.467002900096348,7.484152147455943
CA,2015,5.215279777076761,9.32084586418916,10.892832253705354,9.291437279817776,10.83047103060711,1.5019174593618234,8.551294448780627
CA,2016,5.192402165513104,9.30879105581352,10.885171977518151,9.278923522577749,10.82322753148299,1.5020896471412915,8.558400684159473
CA,2017,5.17138936617693,9.30449270718463,10.886065650368401,9.274484666373123,10.823443963129954,1.5143252990543976,8.917727061484474
CA,2018,5.1286672876459765,9.284058072484523,10.873836960524228,9.253095877923888,10.81174415451746,1.5188618912534535,9.047459805710377
CA,2019,5.069984821622915,9.265273659757142,10.86160555759017,9.233124510012882,10.80023293971267,1.5461995028952624,9.406680702514524
CA,2020,5.068422117918854,9.26439226000371,10.86344124506482,9.232241741917749,10.801620333572302,1.5430258490633841,9.36819290342045
CA,2021,5.0848578583557575,9.27937357636851,10.886185362193673,9.248681860814617,10.820549687888315,1.5409020027001064,9.277734461090802
CO,2004,3.418785119196163,4.464331865960697,4.608975899865093,4.3927696947504975,4.545095156302935,0.5169966745168231,3.8187110007344076
CO,2005,3.3899417148835167,4.4609213110689625,4.606966383760769,4.3889317218312325,4.543053142732075,0.5335618753989024,4.046979611539716
CO,2006,3.422289621845803,4.455024750727002,4.599384098491965,4.385572868231316,4.538770847026214,0.5142107344063951,3.814622251224824
CO,2007,3.4193434688318933,4.4546766554017685,4.599343817019314,4.385702946054118,4.5384671343158365,0.5155197284322233,3.8191933299149543
CO,2008,3.4282517310109126,4.441764004640594,4.58781418212757,4.375114731370942,4.529237671735405,0.5098670470292554,3.806565542784442
CO,2009,3.38912938974751,4.430957952832054,4.5864359502608325,4.364870283808917,4.525580100837819,0.5197114031404215,3.821070478127197
CO,2010,3.397206335314318,4.415418204169388,4.574769537411566,4.35258525936246,4.515896471926009,0.5135068607244553,3.8063369958628495
CO,2011,3.412526723923828,4.419713920826766,4.575768795364925,4.357663400598512,4.517981404919411,0.5101048568793676,3.80355031402283
CO,2012,3.4103114460231874,4.41965200547461,4.575750567349531,4.35806275102323,4.518184413031077,0.5111667098373851,3.806986470753966
CO,2013,3.4230797349897975,4.47641726708664,4.613990037111121,4.409301459707621,4.55507462775823,0.521869273536002,3.8448938121641225
CO,2014,3.4258750599872596,4.477314497227828,4.614526587871033,4.410798259151252,4.556118925413934,0.5214936862128261,3.8458198782464232
CO,2015,3.327141084665655,4.4609744088923335,4.608772183645433,4.394671587519964,4.548007622816519,0.5953247865062017,4.898648510944461
CO,2016,3.3693748617495975,4.477591209212565,4.614677739886503,4.410686091529907,4.556045728549019,0.581876491891753,4.741922663042252
CO,2017,3.386990065067289,4.481588753066869,4.614975483592416,4.415442096069433,4.558302830038951,0.5766729634495871,4.730683012898121
CO,2018,3.4052560561262086,4.407639509330836,4.545133702412612,4.33855565406183,4.497723065762731,0.5545538498102909,4.7811381762425595
CO,2019,3.310666527209524,4.2847859606780245,4.417817320351116,4.218167161645878,4.372088683177919,0.5399431270734945,4.673317893591434
CO,2020,3.345797799875803,4.332173034773531,4.466773289613351,4.265083540591776,4.4206546452149045,0.5466629418207969,4.7198935723388065
CO,2021,3.255674724194701,4.2582695168017,4.406992906518272,4.195525213027114,4.359697868354648,0.5624173825428902,5.17339687547407
CT,2004,3.794597222254581,4.9209198131547565,4.968325045447684,4.887965447840168,4.963325191415444,0.7029587286867311,4.7591089915194065
CT,2005,3.8447512318376296,4.924809301652028,4.9693091428360425,4.8941439835206415,4.965115859167352,0.6878925342851172,4.770804905221646
CT,2006,3.89244068019927,4.931464493312514,4.970623740862278,4.903069411177572,4.970153656823677,0.6734275323872718,4.782081395572088
CT,2007,3.930320511728832,4.934871282269633,4.971237434744517,4.907896459556592,4.971368849705939,0.6617112520051815,4.790886366520341
CT,2008,3.9810816819794996,4.942227573533777,4.972890343377866,4.915738970770491,4.974787737427915,0.6467593911957614,4.8077416682047645
CT,2009,4.072533553302214,5.220634748421209,5.518136341967316,5.218110257013085,5.590823691287049,0.6921665599507687,4.9667956033337015
